,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
269,269,324,4.58,561,390,3400.1,811.788,22.05909731,18.43894762,27.68727336,0.18900542342826585
270,270,341,2.27,264,390,3607.67,1323.896,21.22962529,15.79518079396961,26.19026488,0.116674048
271,271,319,4.8,606,214,3900.18,1132.821,23.32767857,18.43894762,27.97935989,0.12398916902076941
272,272,324,2.27,533,390,3400.1,1225.034,21.23884246,15.89174159649362,26.41646562,0.18346324189099428
273,273,226,6.03,589,283,5025.62,865.789,21.93456462,17.141095382987494,28.17947712,0.116674048
274,274,308,5.25,655,274,4762.56,1323.896,23.30434613,16.008178333520824,29.26207143,0.116674048
275,275,290,2.27,294,109,4348.87,827.664,21.92947272,16.166527361580247,27.4192215,0.1635226611610426
276,276,341,2.57,655,0,4384.1,1323.896,22.45898128,15.804438535917164,29.26207143,0.19128837399999998
277,277,327,3.92,389,215,3638.11,1323.896,23.32767857,18.43894762,27.90459387,0.14824366709954293
278,278,329,5.08,655,0,3400.1,884.539,22.75838554,18.43894762,29.26207143,0.1812336821192829
279,279,341,2.27,567,360,3400.1,919.775,20.72318628,15.876697360002979,27.19399871,0.116674048
280,280,312,3.32,264,328,3400.1,894.767,22.76128773,16.458708224784917,28.57674506,0.15536320070114878
281,281,326,5.36,264,103,3400.1,748.045,20.5906905,16.388543049375563,26.87850236,0.18499341445937476
282,282,335,2.27,561,0,3400.1,735.559,20.58125727,16.48198800131033,27.21538341,0.19128837399999998
283,283,324,2.27,563,216,3400.1,1323.896,22.12484811,15.692692999999998,26.97850222,0.15328570753684095
284,284,341,5.28,619,390,5320.75,1323.896,23.32767857,18.43894762,27.90554573,0.116674048
285,285,329,2.27,551,390,5152.28,1323.896,21.61416853,18.33266719616314,28.97102349,0.17370701882120365
286,286,336,2.27,275,0,3400.1,1323.896,23.32767857,16.603940655159178,29.26207143,0.17721351271343422
287,287,341,6.03,264,129,3476.52,1323.896,23.32767857,17.030365331203985,28.82011988,0.19128837399999998
288,288,280,4.4,312,76,3623.88,861.55,20.90900303,15.957535474762143,28.55626238,0.116674048
289,289,260,4.0,353,0,3400.1,891.304,21.07708831,18.43894762,26.19026488,0.16387653683288972
290,290,297,2.88,655,75,4227.82,1323.896,23.32767857,17.97376902032978,28.23567732,0.17847594204804224
291,291,341,3.87,655,102,3546.31,705.743,20.58125727,15.836159911402767,29.26207143,0.15442221687725283
292,292,226,3.05,648,69,3400.1,799.462,20.58125727,16.884929126916123,26.83620933,0.116674048
293,293,301,2.27,629,0,3811.07,685.801,21.22625259,15.895411194794221,29.26207143,0.1476060262007167
294,294,237,6.03,655,273,3400.1,1323.896,22.81967918,15.692692999999998,29.26207143,0.116674048
295,295,336,2.27,621,251,3669.57,1323.896,21.15175245,16.381602789701724,26.21685256,0.19128837399999998
296,296,237,4.26,625,7,3400.1,1323.896,21.48691426,18.237673064307486,26.49897255,0.116674048
297,297,316,3.68,264,66,3680.97,641.079,23.32767857,16.677881761588402,29.26207143,0.16383486097622044
298,298,341,6.03,537,0,4747.25,708.574,21.71139358,16.955384308324096,28.78273478,0.116674048
299,299,341,5.27,655,350,3400.1,811.391,23.32767857,16.386276079620274,28.53810105,0.1840540525257574
300,300,288,3.14,655,70,3400.1,1323.896,20.58125727,18.43894762,27.4729642,0.13815922259170316
301,301,341,5.89,264,378,3400.1,674.563,23.32767857,16.15147833935108,26.86073004,0.17215770433314845
302,302,317,2.27,564,0,3765.61,777.05,23.32767857,18.43894762,27.87503302,0.116674048
303,303,247,5.14,514,363,3541.45,1323.896,21.97131811,18.154987640255552,26.19026488,0.116674048
304,304,230,2.27,325,359,4002.58,737.762,21.19233422,16.150566668572182,27.25895004,0.18437577770914196
305,305,226,2.27,655,390,4564.94,872.18,20.58125727,16.44403441836223,28.35646024,0.14830622027571572
306,306,260,2.45,615,0,3878.1,1323.896,23.32767857,15.692692999999998,27.68586259,0.116674048
307,307,337,5.56,655,325,3556.72,733.813,21.91691289,16.31153587316749,28.2480163,0.116674048
308,308,226,6.03,655,0,3708.29,998.965,21.09169297,15.805486780919976,29.26207143,0.11858652530234715
309,309,234,4.1,583,280,4055.81,1323.896,23.03527163,18.334346969474733,28.81027289,0.116674048
310,310,226,2.8,573,0,3671.55,1248.211,23.27398845,16.507010058828264,29.26207143,0.1876915302153977
311,311,341,3.31,581,154,4348.48,1323.896,22.41257956,17.085304766976623,29.26207143,0.15010043841425705
312,312,230,4.95,266,151,3616.36,1323.896,21.39160879,15.940293813351664,27.30950699,0.14134096242770633
313,313,327,2.27,619,304,3400.1,1323.896,23.32767857,16.356084506824256,28.91564146,0.16739001755133287
314,314,226,2.27,264,302,4014.58,843.444,22.51699833,16.05365673827559,29.26207143,0.12058990977731529
315,315,339,5.38,377,390,3400.1,770.622,21.87915773,15.892770347056251,29.26207143,0.13043364020445095
316,316,303,2.27,655,134,5320.75,1323.896,22.04647971,15.692692999999998,27.65331439,0.17146854416223084
317,317,341,5.29,655,248,3400.1,599.974,21.85666758,16.214046031096913,28.17503092,0.116674048
318,318,232,2.37,620,390,3674.86,1323.896,23.32767857,16.740751405944355,29.26207143,0.1564647382654209
319,319,300,5.22,440,152,4383.79,1254.144,21.02708601,15.692692999999998,27.02158318,0.116674048
320,320,320,2.27,264,0,5320.75,763.374,23.09033139,16.614726601235468,28.45052995,0.18512332544012386
321,321,341,4.38,655,57,3400.1,965.479,22.38180747,18.43894762,26.46154897,0.116674048
322,322,226,5.14,578,0,3540.45,1323.896,23.32767857,18.43894762,29.26207143,0.14121313628000237
323,323,341,6.03,631,0,3565.26,787.903,21.42609257,16.37355438158805,27.27945806,0.116674048
324,324,341,2.27,573,221,3781.57,1323.896,22.18155492,15.700142372525164,29.26207143,0.15326719076960557
325,325,338,6.03,655,323,3558.17,947.903,23.32767857,16.954291393818387,26.54940351,0.19128837399999998
326,326,336,3.97,655,390,3400.1,1323.896,22.88059066,18.315457392057056,27.95676832,0.116674048
327,327,331,2.27,593,0,4063.24,1323.896,21.95170267,16.20916894722012,27.72867629,0.14514244417230834
328,328,341,4.27,626,0,3400.1,851.875,22.33868346,16.911524005090477,28.79428124,0.19128837399999998
329,329,226,2.45,264,323,3951.19,1323.896,21.00834241,18.43894762,29.26207143,0.12295737997837927
330,330,242,3.56,504,0,3400.1,725.395,22.99696838,18.43894762,26.5243347,0.16286875608626775
331,331,308,3.28,507,74,3417.39,1323.896,23.32767857,16.748843992467,28.11554736,0.18620696883646862
332,332,226,2.27,264,390,3400.1,1323.896,23.32767857,16.220671830298933,26.36810909,0.17951488412710834
333,333,336,2.27,648,218,3499.18,1323.896,20.97542941,18.43894762,27.05627848,0.14107340881914462
334,334,334,4.06,581,355,3400.1,1323.896,20.58125727,15.832397400276184,29.26207143,0.16855639297957248
335,335,226,4.66,264,0,3400.1,1323.896,20.8649923,18.43894762,27.96457029,0.18227097260494837
336,336,341,2.27,537,287,5031.83,1323.896,20.58125727,16.8266347140501,28.47083178,0.12693700097086313
337,337,341,6.03,264,34,3400.1,1323.896,22.07315289,16.452039971013846,28.22989677,0.12673969542924962
338,338,324,2.54,618,0,3400.1,834.165,21.07090376,16.639816329492366,27.9517006,0.19128837399999998
339,339,278,2.27,655,173,3400.1,673.571,20.68482485,15.692692999999998,29.26207143,0.16959397241598195
340,340,226,2.27,655,390,3868.23,599.974,20.58125727,16.387314592945426,29.26207143,0.116674048
341,341,226,4.26,605,324,3975.67,708.858,22.2763534,15.692692999999998,29.26207143,0.17822116726242257
342,342,243,5.95,628,155,3400.1,948.358,23.31677763,16.638856110570764,29.26207143,0.1860877062369722
343,343,232,3.99,417,325,3650.3,1323.896,21.18112673,16.782560216548386,26.19026488,0.1739784443997998
344,344,324,4.44,264,367,3599.82,756.235,21.78232848,15.761510361891528,29.26207143,0.14545342137202602
345,345,226,2.87,655,285,4685.41,794.649,22.25995435,16.421842905983684,28.18477059,0.17273337416974194
346,346,341,5.81,392,0,3400.1,747.113,21.41155526,16.812512376042807,28.03477825,0.116674048
347,347,236,4.54,540,0,3883.93,1323.896,22.29413884,15.692692999999998,28.30788139,0.116674048
348,348,253,6.03,626,345,3400.1,1323.896,22.9301596,16.18924091682774,27.67018481,0.116674048
349,349,341,6.03,604,214,3400.1,1323.896,21.37250782,17.679910644300733,28.59207221,0.116674048
350,350,341,2.27,655,0,4593.34,843.79,20.58125727,18.43894762,29.26207143,0.19128837399999998
351,351,272,6.03,291,86,4291.89,1323.896,22.96961899,16.029935779,27.13158093,0.1631595650378145
352,352,338,2.27,630,69,3400.1,1323.896,20.58125727,18.153800101736355,27.88036449,0.1592645195736698
353,353,297,2.31,576,390,4006.18,960.895,20.58125727,16.17638896865873,27.08100229,0.19128837399999998
354,354,305,5.22,264,0,3762.52,1323.896,22.11369649,16.686123159593883,28.61031246,0.19128837399999998
355,355,314,4.55,264,0,4881.08,1288.984,21.44206789,16.5954598438521,27.87799765,0.13775177049010318
356,356,341,3.22,266,4,3471.89,1103.961,23.32767857,18.43894762,29.26207143,0.15324044562487193
357,357,301,4.21,277,0,4044.39,1323.896,20.58125727,16.050433478350126,28.8734469,0.116674048
358,358,341,5.02,533,0,4035.09,901.148,22.90324906,16.260788591803767,29.26207143,0.14162943929694521
359,359,336,4.01,620,390,4995.75,895.989,21.55524246,16.887056155567315,29.26207143,0.15871683351523122
360,360,326,2.27,598,390,3582.75,1323.896,23.32767857,15.694274060652958,26.19026488,0.1529089645619961
361,361,290,2.27,264,0,3931.54,1323.896,23.32767857,16.678871005163444,29.26207143,0.16630092613749292
362,362,324,2.27,635,390,4308.39,910.93,21.71234335,16.720585044661487,28.19370891,0.19128837399999998
363,363,341,2.27,264,233,3400.1,920.637,20.58125727,15.692692999999998,29.26207143,0.19128837399999998
364,364,304,2.27,502,317,3400.1,1323.896,23.32767857,16.119784500203643,26.73255272,0.14428293467290165
365,365,287,2.32,264,0,3400.1,754.497,20.58125727,16.54179650687137,28.63403747,0.1581108222660791
366,366,226,2.27,264,390,4147.71,877.066,23.13531494,16.05690042369957,26.19026488,0.15392179321396274
367,367,226,2.95,554,94,3702.54,599.974,21.71676799,16.34753542343871,29.26207143,0.14484876636994307
368,368,326,5.63,574,246,5320.75,1323.896,20.58125727,15.692692999999998,27.43783853,0.13118319177245547
369,369,295,3.43,646,0,3400.1,1318.811,21.48119279,16.488587862735034,28.09024915,0.13919028328966537
370,370,329,5.23,655,221,4129.02,1323.896,20.58125727,16.642613440155277,29.14478838,0.12734281028893357
371,371,316,2.27,655,0,3400.1,1323.896,21.38859137,18.372884930529718,27.54348629,0.116674048
372,372,308,6.03,380,225,3400.1,796.003,21.45634647,16.86924466923201,29.26207143,0.116674048
373,373,258,2.95,456,0,3400.1,1323.896,23.10969781,18.43894762,28.65154666,0.18350635114853092
374,374,226,2.54,542,253,3734.08,894.24,20.58125727,18.43894762,28.38582943,0.15772404183783212
375,375,330,4.47,638,0,4779.31,1323.896,22.72110452,16.61461747815996,29.26207143,0.19128837399999998
376,376,323,5.66,348,390,5320.75,1323.896,21.8971572,16.234167091470404,27.64285971,0.116674048
377,377,341,2.77,264,100,3400.1,647.882,21.49531159,18.43894762,27.40624045,0.15027126779912228
378,378,273,2.27,310,193,3991.3,718.424,20.58125727,16.72023482453377,26.44394265,0.116674048
379,379,341,3.37,655,248,3400.1,1323.896,21.62055171,18.43894762,26.94186179,0.19128837399999998
380,380,324,4.37,573,0,3400.1,701.173,21.08664956,18.43894762,27.0008134,0.15942625387733997
381,381,322,2.27,523,0,3400.1,902.374,22.02567945,15.692692999999998,29.26207143,0.19128837399999998
382,382,293,2.66,264,196,3400.1,781.745,20.9834938,16.185931484951208,26.60921439,0.17856390763440172
383,383,259,3.4,567,371,3400.1,661.375,20.58125727,16.08441565484993,26.19026488,0.1603412757159233
384,384,226,5.19,335,0,3493.78,776.74,22.48653449,15.870144594736633,28.16731856,0.1748706777177231
385,385,266,5.55,438,374,3500.7,633.661,23.32767857,17.623939996627524,27.40254264,0.15490377712176845
386,386,333,2.93,655,390,3400.1,1323.896,23.32767857,16.482667394683094,29.26207143,0.116674048
387,387,341,3.86,477,150,3698.38,1323.896,23.14489743,15.692692999999998,27.89012217,0.18570115358451192
388,388,313,5.72,327,0,3467.35,918.219,23.32767857,16.685037541340836,28.24267492,0.15638398928709246
389,389,341,3.18,299,362,3737.98,961.608,21.1086627,16.03464355573916,27.19106555,0.116674048
390,390,312,6.03,580,187,3400.1,1323.896,21.96810421,16.520451680515887,26.19026488,0.17968219479028474
391,391,226,3.61,550,0,5075.46,1323.896,23.03446512,17.856551265902997,29.26207143,0.116674048
392,392,340,4.43,617,241,4496.36,1293.979,23.32767857,18.43894762,28.06970097,0.116674048
393,393,241,2.27,264,169,3400.1,1323.896,21.34064186,15.835855859115545,27.34364292,0.116674048
394,394,341,2.27,264,167,3719.07,1323.896,20.58125727,15.692692999999998,26.19026488,0.116674048
395,395,256,2.27,317,390,3837.29,1133.244,21.71897001,15.891241903487904,29.26207143,0.116674048
396,396,327,4.46,521,373,3554.88,1323.896,21.36402984,16.49808000682164,27.33817852,0.15626059863899122
397,397,322,3.28,298,0,3400.1,1323.896,22.95941986,15.713209540103016,29.01700888,0.116674048
398,398,341,3.93,285,0,4317.18,1194.013,22.66785818,18.43894762,28.76989106,0.116674048
399,399,230,2.27,639,118,3400.1,1323.896,20.62623998,18.43894762,29.26207143,0.17515013909476965
400,400,335,3.77,282,23,3804.57,829.83,20.58125727,16.7458685645962,27.3629657,0.1198156713903597
401,401,299,3.43,640,4,4581.05,1323.896,22.28329063,18.018199185129976,29.26207143,0.1479534154600891
402,402,226,5.12,525,390,3400.1,906.459,23.32767857,16.87552265366433,27.00051744,0.16025599822484532
403,403,226,2.27,357,257,3635.04,840.678,23.32767857,18.304924216048047,28.1152555,0.116674048
404,404,317,4.04,655,0,5306.95,1007.659,23.32767857,18.43894762,29.26207143,0.116674048
405,405,341,2.27,264,129,3400.1,1323.896,22.99734348,15.954192728677034,29.26207143,0.116674048
406,406,287,2.46,444,390,3400.1,1323.896,20.58125727,16.07707576498571,27.33999153,0.12082230169616996
407,407,239,2.27,264,131,5142.84,772.146,21.64104557,18.33919519147593,27.84068643,0.116674048
408,408,314,2.27,627,375,4130.19,1323.896,23.32767857,16.18187789543723,28.63620621,0.12322594228809665
409,409,326,2.36,264,293,4262.39,840.595,23.32767857,16.062585266888796,29.26207143,0.16733676506781103
410,410,341,6.03,587,331,4063.26,1323.896,23.25391231,18.43894762,29.26207143,0.16675534995629057
411,411,303,2.27,264,183,3400.1,614.035,21.58481392,16.05910181738184,28.24697406,0.116674048
412,412,226,5.49,391,390,3400.1,1323.896,22.05550538,16.998836138813022,26.79021695,0.17998116906453376
413,413,322,2.27,655,35,3895.5,1323.896,22.36486829,18.43894762,28.23507425,0.1833955605682069
414,414,330,5.06,321,306,3830.64,1323.896,23.32767857,18.43894762,29.26207143,0.1559657892954054
415,415,226,2.27,264,390,3400.1,1323.896,20.58125727,16.314478588169216,27.33139249,0.116674048
416,416,341,5.62,264,0,3400.1,1323.896,21.52172421,16.460185074519927,29.26207143,0.116674048
417,417,307,4.63,618,0,5320.75,1323.896,21.94798283,16.19424570517075,29.26207143,0.19128837399999998
418,418,237,4.18,607,132,4524.35,1323.896,23.32767857,18.43894762,29.26207143,0.116674048
419,419,341,2.58,307,279,3400.1,1323.896,22.93333993,16.140231506633498,27.11374273,0.15770464387555966
420,420,341,5.95,264,26,4662.35,959.458,22.63116394,16.345575176920274,28.07052032,0.1762699964704328
421,421,274,4.73,264,350,4408.87,1224.342,22.80877265,16.377110743509988,28.38964463,0.15031824239948965
422,422,341,4.01,463,250,4932.05,1323.896,22.87323195,15.876225804596636,29.26207143,0.116674048
423,423,226,2.88,655,0,4023.28,1323.896,23.32767857,18.43894762,26.82600876,0.116674048
424,424,226,5.06,633,0,3705.42,1242.862,20.58125727,16.246575732156316,28.14684556,0.18967498476018638
425,425,341,3.3,655,0,4163.13,767.456,21.54559888,16.09644623338904,26.66464388,0.116674048
426,426,310,6.02,380,280,3950.82,870.805,21.94512962,16.096059070971066,29.26207143,0.1554606194385721
427,427,226,2.27,410,131,4260.51,1296.614,23.32767857,18.43894762,28.68384876,0.15926753956328352
428,428,327,2.27,498,390,3400.1,1323.896,21.2362991,15.986077523184285,27.9094229,0.116674048
429,429,341,3.23,507,0,4394.24,1323.896,23.32396219,16.71230243485526,29.26207143,0.19128837399999998
430,430,304,5.77,461,355,3400.1,628.726,20.86043315,18.43894762,27.28524184,0.14872553337074226
431,431,341,6.03,297,0,3473.99,1206.272,22.50287466,15.692692999999998,27.23555339,0.14590257115099103
432,432,241,5.57,371,287,3400.1,897.22,20.9481348,16.47449350705937,27.43224823,0.19128837399999998
433,433,226,6.03,264,244,3824.25,1323.896,20.88314332,15.692692999999998,29.26207143,0.11861085268648129
434,434,318,2.27,655,169,3400.1,1323.896,21.1440114,16.207419991359092,28.00236231,0.16225027096697198
435,435,228,6.0,599,50,3400.1,794.688,22.75636335,16.050180835579418,29.26207143,0.12461904167074389
436,436,335,2.27,627,288,3400.1,802.222,23.32767857,17.479354839141706,27.81882833,0.16016555317050613
437,437,335,2.27,264,340,3400.1,1323.896,23.28931735,15.692692999999998,29.26207143,0.17912951375681385
438,438,320,2.29,655,0,4486.6,1323.896,20.9563228,16.689822520050114,27.40316744,0.116674048
439,439,251,2.27,315,331,3708.53,1299.578,20.58125727,16.169194883579827,29.26207143,0.116674048
440,440,246,5.24,455,300,5320.75,835.494,23.32767857,15.692692999999998,29.08737331,0.17196086082655362
441,441,341,3.15,273,390,3663.42,1323.896,20.58125727,17.484701619518866,27.8158425,0.116674048
442,442,236,5.56,264,390,3622.02,1323.896,22.73592289,15.692692999999998,28.75220894,0.17382787238624295
443,443,326,4.74,655,39,3619.72,1323.896,22.37873349,16.281069247681884,29.26207143,0.18875361556360185
444,444,341,2.27,264,390,3400.1,1323.896,20.86679846,15.797912508961351,29.26207143,0.1472524423153057
445,445,307,4.35,604,0,4098.35,1323.896,20.58125727,16.19700799827632,28.09165476,0.18230252930801344
446,446,327,4.43,654,79,3400.1,1323.896,22.2833467,15.692692999999998,29.00313752,0.116674048
447,447,341,5.55,314,112,3400.1,1323.896,23.06481434,16.803933907200115,29.12478354,0.19128837399999998
448,448,341,5.93,503,29,3400.1,975.224,21.80111814,18.43894762,26.19026488,0.19128837399999998
449,449,298,2.37,655,390,3642.36,1323.896,23.32767857,16.104570269967798,27.62477752,0.1295331025693009
450,450,226,2.27,374,390,3400.1,792.984,20.58125727,18.43894762,26.94436474,0.15693598503119233
451,451,317,6.03,264,290,4186.1,1072.982,23.32767857,16.853089643340574,29.26207143,0.18874201185532066
452,452,318,5.52,603,0,3400.1,1323.896,21.4708852,18.43894762,27.46118925,0.14795811905743916
453,453,311,2.27,264,0,4032.9,1323.896,21.38125319,15.692692999999998,29.26207143,0.116674048
454,454,288,5.83,655,390,3400.1,1323.896,21.73314304,18.43894762,27.38889112,0.11802014057520768
455,455,226,4.95,314,304,5320.75,599.974,22.12571757,16.538562102120416,27.0020898,0.116674048
